x,y
0.207453028365419,0.3995067860968681
0.027967797087595114,0.35617887486948785
0.631847741933766,-0.019574169571519216
0.47196834980093405,-0.17683263125547916
0.4255751901165833,-0.03001574703840159
0.4179616041074964,-0.00863545401785979
0.7352110876985828,0.13755119868258436
0.9111205334578496,0.1283825322636373
0.1542304169292763,0.4117012486408698
0.7397064538827889,0.14825513500967868
0.8876117825116672,0.10970229283633266
0.4515010961686503,-0.10389611056076589
0.8494960873238655,0.12517293110043176
0.8103269311123719,0.136158893333103
0.2792638806418615,0.38051447631690916
0.08746190422825395,0.38001534399063036
0.34443761578210286,0.22906940187740898
0.9666983456205032,0.11230565576832416
0.5543345598807514,-0.1639187040640392
0.9190344636881461,0.13006889086085682
0.8511699470081528,0.13040779687548526
0.3173089290501089,0.31407853022652654
0.5172624384151796,-0.17410322744662243
0.6024044868962498,-0.05613033747750193
0.1618628137945224,0.41024172162812517
0.8331927551630629,0.12019217975863773
0.5638674160741284,-0.14532959501860054
0.4890093439467741,-0.15616759619850348
0.6941345740599534,0.10590774810748732
0.637565863505129,0.03673984505291842
0.5174150403354952,-0.19584318102423062
0.28234046436235705,0.33356812974991334
0.3072499980235648,0.3256397424394865
0.6873697707802541,0.11533748930826838
0.9480431890320992,0.1472383515603736
0.47815966804694465,-0.19271455547909824
0.32188539950889894,0.31871883034344356
0.747940603418842,0.14976429219883328
0.7192061328767156,0.12896631599756012
0.8137205250524742,0.13039197722295343
0.04253968825577403,0.32445159462116413
0.332622158801007,0.2541514905069291
0.7393418582718526,0.13146335889043445
0.3833252129703272,0.08638818975907492
0.546789271048992,-0.17717713238174618
0.6902179455444954,0.15532163539874755
0.4145711097152299,0.0138620062266573
0.2425195380464965,0.39346099068365403
0.9989252293966465,0.11290569617571923
0.8879771004268316,0.13836606019823966
0.8932074089045362,0.08666860086756156
0.7718277900326165,0.14688413927983562
0.0019528500421607253,0.3158498054823301
0.020129197502850693,0.31175676075203435
0.2140940876874241,0.41795430591056343
0.23746290835173245,0.40975884453859174
0.23442620471135567,0.3972993828590732
0.7525089855909641,0.12000315130183328
0.7637710960151445,0.12474195062712795
0.15578536931401765,0.4213527761427823
0.08502864820470535,0.38956385994873877
0.5340808317442507,-0.16454729482580016
0.2869656978261057,0.3539709046492255
0.33315148280736906,0.2812012738709852
0.2667559963166434,0.38307140736610823
0.5866680548825663,-0.10648183272181588
0.7304952205274857,0.14359252980995124
0.79254086237916,0.15996342562644084
0.5690835817539508,-0.11734959657845317
0.8499514008698306,0.1367380643289887
0.3606917753842229,0.17266122206854168
0.9569761705278993,0.11837576769948892
0.3069974438233791,0.35103537092160464
0.903745991828339,0.104989811313946
0.05689481678312569,0.352908365057665
0.34025953310709656,0.24127233457500094
0.3664147064877069,0.17115660063826538
0.8332938940677421,0.12273242114679217
0.7441808956806397,0.08962295735429626
0.106142220827524,0.3927534436507494
0.8313693721812427,0.17297288618408768
0.6291050919878819,0.030880583567495238
0.30142153580127506,0.3556851207465147
0.2121489218119601,0.39664355838535625
0.4234086251383752,-0.0424594654487104
0.33500566454180036,0.256135891358442
0.43543616074454505,-0.07208496252270388
0.29801939254672183,0.3425160772129917
0.9990740896197207,0.09859925232680179
0.11264267722059851,0.43808228916646685
0.0072689340511084,0.3148957641505873
0.7165588341860484,0.19253230221776932
0.42896517395298894,-0.023724686438395436
0.26337754561143845,0.3914672885034876
0.6391956102091202,-0.005049099985637656
0.19081356865851118,0.39359584312939877
0.35657310229243244,0.20123042122065096
0.19842851746961843,0.4255226525351387
0.03932626531285188,0.33931671314520545
0.5612953618804326,-0.1107680064583274
0.8701290674036363,0.14442993156591138
0.721997431011996,0.14240601555628954
0.09816778988862296,0.37165390079136434
0.958920521853327,0.1322028063100017
0.6333495875264609,0.015605907623527811
0.4818646662231646,-0.16955610377933472
0.7537501059653636,0.13194427943893294
0.42275384324554977,-0.017585465454293053
0.9286131430085316,0.07982694582910668
0.168076699372812,0.39626171237825847
0.9779212550251507,0.0985794997104705
0.6262312640991479,-0.0004397484003417471
0.7670936711116875,0.16665974431253916
0.8026522884335486,0.15546607566913376
0.658318401121817,0.06154096538763259
0.4377176433380954,-0.03475127425480374
0.24748603256955792,0.4245443927526309
0.11232311871216638,0.40098083864431155
0.30173188190249856,0.34127844820563963
0.18432407422661612,0.4161158087397516
0.08604656515650089,0.35413947893057723
0.15336183901343514,0.41438832322361663
0.8121919855176585,0.12417084280870821
0.09810532501968383,0.3985444057015376
0.8887021867130884,0.13393262063975642
0.7526874935835636,0.13818966304416153
0.22065856451467458,0.3960955131300856
0.49379520038245317,-0.1989415764841233
0.5770974583787074,-0.12060520138261437
0.6295517169307027,0.013633574893010625
0.3211597601903674,0.31721510257986996
0.15385149686352906,0.40277413439503723
0.21236278769107375,0.3944747863956732
0.6387945084219654,0.02541048104426246
0.20772043377131455,0.41723824701217205
0.756897144256481,0.11858502026152885
0.7763429274042734,0.12856760776760118
0.9155129368672745,0.11972706770706881
0.30909010672922066,0.33968186595696026
0.41985563911164625,-0.018757710210289026
0.09538268334761746,0.42505923200267315
0.023615281181349257,0.3386266158129349
0.26605156402922725,0.39204070319615214
0.3146597054834509,0.2998254476200105
0.1920795963659232,0.38821571166331337
0.6779101682323903,0.09258398156126957
0.6546513190174703,0.043150766557136525
0.8495782372373021,0.15478756307139152
0.07302753777801041,0.3714541844589633
0.9064309714679802,0.08213616997646124
0.9071179545825963,0.10261627950707507
0.25025450346558364,0.4090422581519752
0.40540774332703877,0.01701239127149251
0.2369535341777973,0.4159895727426003
0.9436204564792599,0.12275813105589546
0.0942269240588639,0.40835277562382244
0.09665261600712272,0.40999614872087714
0.13713678662563467,0.4327441707267306
0.7156728955507454,0.12478131379062864
0.12548109467978596,0.3902455040748839
0.4210901415619748,-0.02328116563884753
0.9627251963782171,0.11117318864883566
0.4297535745563703,-0.012983684612997363
0.45985977779694054,-0.1422751916268943
0.2423212010228275,0.3829516058506361
0.24555587818946467,0.4114643024689125
0.16625049099992983,0.40922049259942006
0.040849569921691975,0.35452803910591185
0.9803417661784748,0.15263330238181816
0.7262601748894334,0.12514177517376415
0.4037134801144291,0.010543970380943568
0.314513729508336,0.3000460180488437
0.5009946614243647,-0.17920682585732323
0.0034094452017237042,0.3413095849297657
0.32712109939861234,0.2546941926088702
0.6457666306213391,0.050292158733924196
0.20433380456589012,0.4061467577399532
0.4524746022829711,-0.09495746011646394
0.13666082714417205,0.3908460046256236
0.0513481292948651,0.37922757092281306
0.6242058437044193,0.055785385206042606
0.9098729958122355,0.14197277017404283
0.8635012427821954,0.12431287814682397
0.7832506898112912,0.10517063649110903
0.4621394799663925,-0.10735651950608166
0.45443117930456944,-0.13184588403012762
0.5861995038248276,-0.0706707804233114
0.9517326838573471,0.10435890622194141
0.45457562010531816,-0.1149235295357019
0.49433195864394164,-0.16791059590802698
0.6570225337614026,0.06976801886970281
0.9725381335695027,0.10957915219447358
0.8092635840503132,0.17578559265362476
0.7560915665885857,0.11895053112659786
0.3589677972777563,0.204008346499365
0.3523226048741339,0.22555521557229877
0.5743266326991644,-0.09997575011614086
0.34179121665191825,0.28021478521011234
0.4356245317175561,-0.06755593269360066
0.4447223303254967,-0.042513047340702166
0.48477093258027315,-0.18230462708970463
0.48393421173703755,-0.14896310466802729
0.9901196435912647,0.07754788274466319
0.6254467259278046,-0.0013181007604450702
0.3569401950990322,0.2530410920300399
0.43503475791530444,-0.05910485724690614
0.24309886853634188,0.4097365854704522
0.6737217562618552,0.06148396821041682
0.02313938426376505,0.3579496438590146
0.7103582643300722,0.10905512976331169
0.4007032731884995,0.03179791895659535
0.8998985699278372,0.11418026001891197
0.29858864725791145,0.36461373390613533
0.8910370747286919,0.1432302370931447
0.5564973700105534,-0.17666089791644363
0.7329487307645481,0.1737345368678822
0.09564845162477065,0.3744388054957065
0.4320610722982212,-0.05712081085985751
0.5376587075908761,-0.18055827112943088
0.6828110237804937,0.10939586193600684
0.8860358801605746,0.17043375884947193
0.9288218797376148,0.1432780023200663
0.6497525218428154,0.017135017884898254
0.3151291489587401,0.3000401344907153
0.6315275773036331,-0.005954835177340804
0.6625659472910569,0.09963484271415915
0.20932466914630965,0.3971165257032581
0.6113894360757965,-0.06155646305164083
0.5851077056903319,-0.10495382508060734
0.2827591737732317,0.3463303000608508
0.16376657416997875,0.3944080102606846
0.35105670165902414,0.22405000515215343
0.7060883249688413,0.09082802087874522
0.009791930307371799,0.3226324612405051
0.5926077572094568,-0.05442588240085154
0.17411136202497834,0.46262519521995593
0.9133334686690856,0.11641922417012454
0.7031275526616954,0.11210631517698769
0.8742187183243436,0.14353204543093787
0.8767975132273693,0.16325594185572256
0.13121153066453994,0.41034079940086543
0.21941877098106755,0.4120978016026186
0.6666961968678933,0.06994279727323911
0.8148102153580747,0.1422578431877549
